1,0.08564949035644531
2,0.027998685836791992
3,0.030002355575561523
4,0.030999183654785156
5,0.03500032424926758
6,0.03599905967712402
7,0.0409998893737793
8,0.04400014877319336
9,0.05100059509277344
10,0.05601072311401367
11,0.06400012969970703
12,0.06899905204772949
13,0.07499980926513672
14,0.08398747444152832
15,0.15064764022827148
16,0.15555739402770996
17,0.15399837493896484
18,0.1510000228881836
19,0.15400052070617676
20,0.15599846839904785
21,0.1569983959197998
22,0.17099976539611816
23,0.18199872970581055
24,0.19699859619140625
25,0.2109982967376709
26,0.2682483196258545
27,0.2669954299926758
28,0.2745401859283447
29,0.2779974937438965
30,0.30700063705444336
31,0.31299924850463867
32,0.3380007743835449
33,0.3569967746734619
34,0.427997350692749
35,0.41499900817871094
36,0.4379994869232178
37,0.45600032806396484
38,0.4695143699645996
39,0.5395219326019287
40,0.5433886051177979
41,0.5555131435394287
42,0.5629992485046387
43,0.5850000381469727
44,0.6719996929168701
45,0.6470003128051758
46,0.6945123672485352
47,0.7559530735015869
48,0.7485132217407227
49,0.7920217514038086
