268394063550611456,16398;
364787379518701569,69004;
209607873787985920,19770;
822489157967806524,2037;
522784544726974475,570;
426791063793958913,706;
738487821697941614,10901;
812862309168840734,1255;
305822445905117184,193;
774743568975265802,5481;
578545709058490398,3456;
767561850404864071,92926;
348516517018861579,474;
322868174452293642,150;
401307204956848149,1;
376739925246345216,1;
667797970774917146,1;
344899245754679307,1;
366306277263015937,1;
388932691896303616,17;
423532340279508993,6;
621078893893255178,97;
235148962103951360,178;
200032475819409408,11;
461185904619421720,6;
472021577257451520,4;
445700411861630976,1;
343668923759067146,1;
620175026972393472,1043;
270904126974590976,23634;
588980980124221442,1;
389082518600679434,1;
633749770208411659,1;
480138626429222913,210;
527320573295198218,3;
214445778540691466,23;
368499082366418947,20;
155149108183695360,20;
523791531916656641,17;
555955826880413696,2983;
429305856241172480,22;
540031773699080233,971;
614670938134413312,1;
435869784412913664,4;
283279807381241856,93;
473031270922846214,1;
489801501372448768,1;
272379532185436171,1;
526196569805160448,3;
421400908979765280,1;
534114037697347588,1;
487500923711782932,5;
426437387334189076,485;
527207103061032970,1;
439514851006611467,2;
601811416525045771,2;
456858239037079572,7;
327550176627654676,1;
282313942166929408,4;
124913872762044416,2;
205453015803625472,1;
348548452742987806,17095;
522091002551336963,109;
277086766505394186,2;
478663806223122432,4;
516690539823759370,1;
417157637398986755,62;
691928867845439498,1;
442604285063069708,2;
545863745948352513,1;
358416552309030914,54;
346353957029019648,3819;
396122307623649300,1;
781970426774552617,206;
686629053880336466,2;
360399509106327552,6;
456197671045038080,3;
339001344465698816,3;
712447520860536904,1;
295972229962006528,9;
577609482356391946,5;
572028424919711764,1;
708813871514910812,1;
392831532647317504,32;
405017297657528321,45;
481526297579749376,3;
332460447540183041,336;
770261178680082444,5;
772131084896698400,20;
367444393424322560,1;
311673970942279680,2;
395703484193964042,3;
428859696057810945,5141;
427221450399678464,3;
389105997303775272,1;
431933770837524483,335;
709557535127896164,1;
717087520822657274,6318;
236602490886422528,7;
731609618110873711,10;
351450370968387588,1;
590133580018221056,1;
241169506687254528,281;
622978619786133514,19;
396946814097686528,3;
796893737531605022,181;
463674259018088449,22;
294810728919990284,2;
170894933278982144,274;
751151258856849480,1;
741301022277894195,1;
701323551050825758,1;
132925040315465728,3;
811989835472175156,1;
780195420424896523,5;
535636558938767381,34;
550016240002007040,2;
582251671439147034,82;
714207191573463102,1342;
384657692657975308,1;
498197319326367764,1;
728925255791542302,91;
461539660733349888,1;
461872852526956544,7;
815298953335668757,6;
443507863382392837,1;
362424916743815168,3;
508297902133739532,34;
703347237928829048,1;
779817591068819506,51;
777943123884113930,24;
477582448578789387,5;
738914942010523738,2;
275309228196102144,2;
261157638610485249,11;
597857854954930198,1;
768665628214034445,456;
220681586771755008,16;
594860454887555073,1;
431420647751680001,4;
755195901877944422,4;
456833387093557248,267;
825427908171530241,8;
699376434954895440,7;
628568199197360148,3;
413420145336123403,1;
228521025665630209,5;
669355675473936415,1;
282247276594724868,25;
124586495729205248,2;
394626953342353408,1;
602175936619872267,1;
535851640989679617,5;
280421780269826049,1;
474508528569155584,16;
359502746455375874,1;
768734258709266462,1;
470743546450804737,13;
290085958097960962,18;
524040788590723103,1;
724718558772330587,1;
136885825102282753,3;
589483812879335433,21;
417059860786446336,915;
394211806014341121,1031;
509274341758861312,2;
658406364036726835,1;
243842581253980160,9;
709893557762392084,1;
792315611652030494,35;
367357076118437888,840;
315531146953752578,6;
521785316554571807,1;
481130242459697152,1;
140813322302783488,2;
532577760611401728,1;
148250279849099274,1;
288066987819663360,5;
474637501387112459,1;
203979688341798914,3;
185725478215221248,1;
179250597067751424,4;
230082872147443714,2;
765030333590143006,4;
208113137184931840,4;
292693276492824578,1;
289106817206714368,5;
321513257233940490,1;
782874821188255744,2;
673917265158340629,6;
751385028742742037,26;
569487391065243660,259;
813467319795318795,3;
379286344142290955,46;
706330866267193344,23;
739696309061156907,1;
658529637248270358,366;
438297384251031554,1;
595297242416414749,3;
772866824664514600,25;
482961357663109121,3491;
497067274428219423,23061;
258773349180637194,2852;
721251193921208461,21;
691322729739190302,46;
