364787379518701569,55252;
497067274428219423,15932;
170894933278982144,274;
270904126974590976,18157;
774466660358029343,701;
428859696057810945,4338;
258773349180637194,2428;
417059860786446336,392;
522784544726974475,561;
473559893505343499,12440;
489801501372448768,1;
322868174452293642,150;
311673970942279680,2;
667797970774917146,1;
540031773699080233,885;
389105997303775272,1;
344899245754679307,1;
366306277263015937,1;
604426983912505364,1;
423532340279508993,2;
621078893893255178,97;
200032475819409408,11;
590148542098833408,17;
241169506687254528,281;
461185904619421720,5;
445700411861630976,1;
796893737531605022,181;
463674259018088449,22;
389082518600679434,1;
334444043138236437,1;
649361973074722818,5;
302050872383242240,8;
500378673594236959,1;
132925040315465728,3;
233340215853449218,62;
358416552309030914,54;
214445778540691466,21;
555955826880413696,2980;
797723611879178260,4;
429305856241172480,11;
384657692657975308,1;
498197319326367764,1;
782886523129430038,3;
694482209096204308,3;
395385545326592010,44;
428342943837978643,42;
283279807381241856,93;
331520975978102784,20;
473031270922846214,1;
456833387093557248,57;
272379532185436171,1;
427947338993106954,306;
477582448578789387,5;
442604285063069708,2;
275309228196102144,2;
597857854954930198,1;
487500923711782932,5;
220681586771755008,6;
594860454887555073,1;
691322729739190302,2;
337252644861247488,5;
527207103061032970,1;
572878647329947648,1;
456858239037079572,7;
413420145336123403,1;
327550176627654676,1;
322007076517707776,1;
282247276594724868,4;
124586495729205248,2;
535851640989679617,5;
124913872762044416,2;
205453015803625472,1;
746803266930868346,2;
522091002551336963,109;
408785106942164992,433;
478663806223122432,4;
516690539823759370,1;
417157637398986755,62;
691928867845439498,1;
361617585717903360,1;
361161594903724053,2;
236851559089176576,1;
315531146953752578,6;
358286617682640908,6;
346353957029019648,890;
396122307623649300,1;
481130242459697152,1;
140813322302783488,2;
710652826333872260,1;
203979688341798914,3;
788162139290468423,26;
435869784412913664,4;
566009524574617600,73;
292693276492824578,1;
434790529465581568,6;
360399509106327552,6;
456197671045038080,3;
712447520860536904,1;
417127156334985216,2;
379286344142290955,13;
461872852526956544,7;
724718558772330587,1;
481526297579749376,3;
332460447540183041,307;
770261178680082444,5;
772131084896698400,20;
367444393424322560,1;
395703484193964042,3;
401307204956848149,1;
427221450399678464,3;
709557535127896164,1;
717087520822657274,6254;
229599961174638593,1;
236602490886422528,7;
731609618110873711,10;
351450370968387588,1;
384360828943597582,10;
590133580018221056,1;
396946814097686528,3;
669355675473936415,1;
343668923759067146,1;
294810728919990284,2;
751151258856849480,1;
744641635379445773,1;
278892722964922368,1;
633749770208411659,1;
461539660733349888,1;
780195420424896523,5;
535636558938767381,33;
550016240002007040,2;
368499082366418947,20;
582251671439147034,81;
683991230836637717,1;
714207191573463102,1316;
755844780944130118,1;
728925255791542302,91;
738487821697941614,10186;
443507863382392837,1;
362424916743815168,3;
508297902133739532,34;
703347237928829048,1;
526196569805160448,3;
534114037697347588,1;
544031880866168832,20;
779817591068819506,23;
482961357663109121,3231;
777943123884113930,24;
794219713675657218,284;
738914942010523738,2;
572028424919711764,1;
768665628214034445,456;
558550456327208961,42;
755195901877944422,4;
601811416525045771,2;
571663101192306698,20;
778210382060716042,1;
628568199197360148,1;
774462774947479564,1494;
228521025665630209,5;
394626953342353408,1;
602175936619872267,1;
242666185626222593,1;
569487391065243660,15;
280421780269826049,1;
474508528569155584,16;
680691813522472970,4;
348548452742987806,12587;
621167346882445312,5180;
359502746455375874,1;
768734258709266462,1;
470743546450804737,13;
277086766505394186,2;
392977638064521217,9;
136885825102282753,3;
589483812879335433,21;
268394063550611456,12994;
394211806014341121,924;
509274341758861312,2;
656268963759652864,1;
405017297657528321,45;
658406364036726835,1;
243842581253980160,7;
709893557762392084,1;
772866824664514600,23;
367357076118437888,26;
521785316554571807,1;
545863745948352513,1;
781970426774552617,206;
532577760611401728,1;
148250279849099274,1;
288066987819663360,3;
474637501387112459,1;
700592772239065129,22;
185725478215221248,1;
260707615460425730,1;
765030333590143006,4;
673917265158340629,5;
339001344465698816,3;
349200720810999808,1;
751385028742742037,26;
295972229962006528,9;
706330866267193344,23;
438297384251031554,1;
416275067941552130,12;
588980980124221442,1;
431420647751680001,4;
607228125100900386,183;
426437387334189076,485;
